key,fare_amount
2015-01-27 13:08:24.0000002,8.507336269373397
2015-01-27 13:08:24.0000003,8.732683698325054
2011-10-08 11:53:44.0000002,4.876102871411738
2012-12-01 21:12:12.0000002,7.779360097554401
2012-12-01 21:12:12.0000003,14.76743868513766
2012-12-01 21:12:12.0000005,10.752166436543122
2011-10-06 12:10:20.0000001,5.7701697074036105
2011-10-06 12:10:20.0000003,52.19627377535182
2011-10-06 12:10:20.0000002,12.01492426953743
2014-02-18 15:22:20.0000002,6.217747641591287
2014-02-18 15:22:20.0000003,8.507336269373397
2014-02-18 15:22:20.0000001,14.76743868513766
2010-03-29 20:20:32.0000002,5.00809254659086
2010-03-29 20:20:32.0000001,7.981476343527988
2011-10-06 03:59:12.0000002,8.732683698325054
2011-10-06 03:59:12.0000001,14.76743868513766
2012-07-15 16:45:04.0000006,5.493402697869741
2012-07-15 16:45:04.0000002,9.890416849542232
2012-07-15 16:45:04.0000003,4.973835227311597
2012-07-15 16:45:04.0000004,4.876102871411738
2014-10-29 02:09:56.0000001,7.499373165085033
2014-06-14 13:39:00.00000010,8.732683698325054
2014-06-14 13:39:00.00000060,6.217747641591287
2014-06-14 13:39:00.00000087,7.779360097554401
2014-06-14 13:39:00.00000050,15.681439522782156
2014-06-14 13:39:00.0000003,6.336609285951384
2014-06-14 13:39:00.000000158,36.56142330565721
2014-06-14 13:39:00.00000015,24.614496280771814
2014-06-14 13:39:00.00000073,5.7701697074036105
2014-06-14 13:39:00.00000077,14.404349907748657
2014-06-14 13:39:00.000000145,9.628616525835575
2014-06-14 13:39:00.00000079,5.948084394912813
2014-06-14 13:39:00.000000121,5.468502431332599
2014-06-14 13:39:00.00000021,9.3228019337716
2014-06-14 13:39:00.0000005,7.950182447416667
2014-06-14 13:39:00.000000165,7.24773520924285
2014-06-14 13:39:00.000000184,5.7701697074036105
2014-06-14 13:39:00.00000059,5.9904177472697375
2014-06-14 13:39:00.00000070,7.779360097554401
2014-06-14 13:39:00.00000068,4.900367019712269
2014-06-14 13:39:00.000000133,18.581970763793876
2014-06-14 13:39:00.000000128,9.628616525835575
2014-06-14 13:39:00.000000136,17.2441533136053
2014-06-14 13:39:00.00000017,8.507336269373397
2014-06-14 13:39:00.000000111,4.876102871411738
2014-06-14 13:39:00.000000115,10.289289092850922
2014-06-14 13:39:00.000000168,5.7701697074036105
2014-06-14 13:39:00.00000031,6.709347272357517
2014-06-14 13:39:00.000000116,6.217747641591287
2014-06-14 13:39:00.00000051,5.00809254659086
2014-06-14 13:39:00.000000193,11.389585100610265
2014-06-14 13:39:00.000000132,12.01492426953743
2014-06-14 13:39:00.000000167,17.48595294093545
2014-06-14 13:39:00.00000044,5.7701697074036105
2014-06-14 13:39:00.000000138,6.336609285951384
2014-06-14 13:39:00.00000066,14.404349907748657
2014-06-14 13:39:00.00000063,11.724615468300357
2014-06-14 13:39:00.000000154,9.890416849542232
2014-06-14 13:39:00.00000097,12.685387959831047
2014-06-14 13:39:00.00000067,12.685387959831047
